date,platform_id,brand_id,product_id,units_sold,revenue,category,price_band,ad_spend,clicks,impressions
1/1/2026,MKP_1,B16,P10000,0,0,,,32437.85,10331,329183
1/1/2026,MKP_1,B04,P10000,17,1832.54,,,32437.85,10331,329183
1/1/2026,MKP_1,B19,P10000,18,3908.58,,,32437.85,10331,329183
1/1/2026,MKP_1,B06,P10000,4,723.1,,,32437.85,10331,329183
1/1/2026,MKP_1,B13,P10000,0,0,,,32437.85,10331,329183
1/1/2026,MKP_1,B05,P10000,4,442.75,,,32437.85,10331,329183
1/1/2026,MKP_1,B13,P10000,17,2684.78,,,32437.85,10331,329183
1/1/2026,MKP_1,B07,P10000,16,2162.98,,,32437.85,10331,329183
1/1/2026,MKP_1,B07,P10000,15,3334.33,,,32437.85,10331,329183
1/1/2026,MKP_1,B16,P10000,11,2198.93,,,32437.85,10331,329183
1/1/2026,MKP_1,B02,P10000,18,2484.58,,,32437.85,10331,329183
1/1/2026,MKP_1,B17,P10000,20,3829.29,,,32437.85,10331,329183
1/1/2026,MKP_1,B12,P10000,25,5707.99,,,32437.85,10331,329183
1/1/2026,MKP_1,B04,P10000,0,0,,,32437.85,10331,329183
1/1/2026,MKP_1,B18,P10000,15,1852.42,,,32437.85,10331,329183
1/1/2026,MKP_1,B05,P10000,30,6400.56,,,32437.85,10331,329183
1/1/2026,MKP_1,B18,P10000,16,1395.82,,,32437.85,10331,329183
1/1/2026,MKP_1,B09,P10000,42,5122.61,,,32437.85,10331,329183
1/1/2026,MKP_1,B07,P10000,9,1214.13,,,32437.85,10331,329183
1/1/2026,MKP_1,B17,P10000,17,2016.27,,,32437.85,10331,329183
1/1/2026,MKP_1,B15,P10000,10,1998.63,,,32437.85,10331,329183
1/1/2026,MKP_1,B17,P10000,24,3095.32,,,32437.85,10331,329183
1/1/2026,MKP_1,B08,P10000,12,2903.34,,,32437.85,10331,329183
1/1/2026,MKP_1,B04,P10000,18,3012.96,,,32437.85,10331,329183
1/1/2026,MKP_1,B13,P10000,7,1826.73,,,32437.85,10331,329183
1/1/2026,MKP_1,B08,P10000,31,6143.65,,,32437.85,10331,329183
1/1/2026,MKP_1,B12,P10000,19,1871.01,,,32437.85,10331,329183
1/1/2026,MKP_1,B04,P10000,16,3403.42,,,32437.85,10331,329183
1/1/2026,MKP_1,B15,P10000,17,2719.49,,,32437.85,10331,329183
1/1/2026,MKP_1,B05,P10000,12,1260.93,,,32437.85,10331,329183
1/1/2026,MKP_1,B12,P10000,13,3092.44,,,32437.85,10331,329183
1/1/2026,MKP_1,B07,P10000,7,1442.18,,,32437.85,10331,329183
1/1/2026,MKP_1,B18,P10000,11,1266.05,,,32437.85,10331,329183
1/1/2026,MKP_1,B04,P10000,0,0,,,32437.85,10331,329183
1/1/2026,MKP_1,B06,P10000,21,2978.46,,,32437.85,10331,329183
1/1/2026,MKP_1,B17,P10000,20,3789.38,,,32437.85,10331,329183
1/1/2026,MKP_1,B15,P10000,5,1287.74,,,32437.85,10331,329183
1/1/2026,MKP_1,B02,P10000,15,1724.25,,,32437.85,10331,329183
1/1/2026,MKP_1,B14,P10000,14,2153.88,,,32437.85,10331,329183
1/1/2026,MKP_1,B09,P10000,7,1599.81,,,32437.85,10331,329183
1/1/2026,MKP_1,B10,P10000,11,1404.04,,,32437.85,10331,329183
1/1/2026,MKP_1,B05,P10000,14,2781.54,,,32437.85,10331,329183
1/1/2026,MKP_1,B04,P10000,18,3823,,,32437.85,10331,329183
1/1/2026,MKP_1,B06,P10000,18,2960.09,,,32437.85,10331,329183
1/1/2026,MKP_1,B02,P10000,15,2514.31,,,32437.85,10331,329183
1/1/2026,MKP_1,B12,P10000,13,3134.24,,,32437.85,10331,329183
1/1/2026,MKP_1,B10,P10000,13,1420.31,,,32437.85,10331,329183
1/1/2026,MKP_1,B16,P10000,0,0,,,32437.85,10331,329183
1/1/2026,MKP_1,B18,P10000,11,2565.37,,,32437.85,10331,329183
1/1/2026,MKP_1,B16,P10000,23,5023.94,,,32437.85,10331,329183
1/1/2026,MKP_1,B09,P10000,9,1986.72,,,32437.85,10331,329183
1/1/2026,MKP_1,B08,P10000,21,4605.87,,,32437.85,10331,329183
1/1/2026,MKP_1,B17,P10000,13,1374.14,,,32437.85,10331,329183
1/1/2026,MKP_1,B08,P10000,21,2036.51,,,32437.85,10331,329183
1/1/2026,MKP_1,B11,P10000,10,1352.02,,,32437.85,10331,329183
1/1/2026,MKP_1,B12,P10000,0,0,,,32437.85,10331,329183
1/1/2026,MKP_1,B08,P10000,12,2419.61,,,32437.85,10331,329183
1/1/2026,MKP_1,B02,P10000,0,0,,,32437.85,10331,329183
1/1/2026,MKP_1,B12,P10000,14,1362.11,,,32437.85,10331,329183
1/1/2026,MKP_1,B05,P10000,17,4827.54,,,32437.85,10331,329183
1/1/2026,MKP_1,B13,P10000,11,2653.37,,,32437.85,10331,329183
1/1/2026,MKP_1,B17,P10000,15,2188.07,,,32437.85,10331,329183
1/1/2026,MKP_1,B05,P10000,13,3157.86,,,32437.85,10331,329183
1/1/2026,MKP_1,B08,P10000,9,2609.8,,,32437.85,10331,329183
1/1/2026,MKP_1,B07,P10000,23,5659.75,,,32437.85,10331,329183
1/1/2026,MKP_1,B20,P10000,16,1633.62,,,32437.85,10331,329183
1/1/2026,MKP_1,B17,P10000,19,4374.96,,,32437.85,10331,329183
1/1/2026,MKP_1,B11,P10000,5,601.72,,,32437.85,10331,329183
1/1/2026,MKP_1,B03,P10000,11,2249.58,,,32437.85,10331,329183
1/1/2026,MKP_1,B04,P10000,24,4165.15,,,32437.85,10331,329183
1/1/2026,MKP_1,B05,P10000,14,2931.29,,,32437.85,10331,329183
1/1/2026,MKP_1,B10,P10000,9,1790.53,,,32437.85,10331,329183
1/1/2026,MKP_1,B16,P10000,0,0,,,32437.85,10331,329183
1/1/2026,MKP_1,B19,P10000,33,4578.36,,,32437.85,10331,329183
1/1/2026,MKP_1,B05,P10000,20,4483.35,,,32437.85,10331,329183
1/1/2026,MKP_1,B11,P10000,0,0,,,32437.85,10331,329183
1/1/2026,MKP_1,B03,P10000,0,0,,,32437.85,10331,329183
1/1/2026,MKP_1,B18,P10000,20,2256.59,,,32437.85,10331,329183
1/1/2026,MKP_1,B06,P10000,21,2994.3,,,32437.85,10331,329183
1/1/2026,MKP_1,B11,P10000,17,3794.22,,,32437.85,10331,329183
1/1/2026,MKP_1,B17,P10000,14,2726.89,,,32437.85,10331,329183
1/1/2026,MKP_1,B04,P10000,16,1981.72,,,32437.85,10331,329183
1/1/2026,MKP_1,B19,P10000,23,3350.53,,,32437.85,10331,329183
1/1/2026,MKP_1,B11,P10000,20,3452.02,,,32437.85,10331,329183
1/1/2026,MKP_1,B17,P10000,8,1241.88,,,32437.85,10331,329183
1/1/2026,MKP_1,B16,P10000,9,1065.63,,,32437.85,10331,329183
1/1/2026,MKP_1,B08,P10000,7,1002.09,,,32437.85,10331,329183
1/1/2026,MKP_1,B04,P10000,12,1386.76,,,32437.85,10331,329183
1/1/2026,MKP_1,B02,P10000,16,3257.23,,,32437.85,10331,329183
1/1/2026,MKP_1,B10,P10000,5,794.55,,,32437.85,10331,329183
1/1/2026,MKP_1,B11,P10000,7,638.71,,,32437.85,10331,329183
1/1/2026,MKP_1,B01,P10000,15,1557.1,,,32437.85,10331,329183
1/1/2026,MKP_1,B03,P10001,0,0,Makeup,Low,13354.07,3413,127357
1/1/2026,MKP_1,B19,P10001,7,1836.94,Makeup,Low,13354.07,3413,127357
1/1/2026,MKP_1,B05,P10001,22,3028.48,Makeup,Low,13354.07,3413,127357
1/1/2026,MKP_1,B11,P10001,16,3233.36,Makeup,Low,13354.07,3413,127357
1/1/2026,MKP_1,B19,P10001,16,1580.45,Makeup,Low,13354.07,3413,127357
1/1/2026,MKP_1,B13,P10001,8,1707.66,Makeup,Low,13354.07,3413,127357
1/1/2026,MKP_1,B07,P10001,9,907.13,Makeup,Low,13354.07,3413,127357
1/1/2026,MKP_1,B01,P10001,4,382,Makeup,Low,13354.07,3413,127357
1/1/2026,MKP_1,B06,P10001,6,1256.45,Makeup,Low,13354.07,3413,127357
1/1/2026,MKP_1,B11,P10001,13,1337.64,Makeup,Low,13354.07,3413,127357
1/1/2026,MKP_1,B02,P10001,9,1577.89,Makeup,Low,13354.07,3413,127357
1/1/2026,MKP_1,B16,P10001,0,0,Makeup,Low,13354.07,3413,127357
1/1/2026,MKP_1,B11,P10001,22,4730.84,Makeup,Low,13354.07,3413,127357
1/1/2026,MKP_1,B02,P10001,23,3470.15,Makeup,Low,13354.07,3413,127357
1/1/2026,MKP_1,B18,P10001,0,0,Makeup,Low,13354.07,3413,127357
1/1/2026,MKP_1,B09,P10001,30,3505.2,Makeup,Low,13354.07,3413,127357
1/1/2026,MKP_1,B08,P10001,29,5012.5,Makeup,Low,13354.07,3413,127357
1/1/2026,MKP_1,B19,P10001,14,2326.22,Makeup,Low,13354.07,3413,127357
1/1/2026,MKP_1,B17,P10001,12,1343.47,Makeup,Low,13354.07,3413,127357
1/1/2026,MKP_1,B15,P10001,0,0,Makeup,Low,13354.07,3413,127357
1/1/2026,MKP_1,B14,P10001,32,5449.28,Makeup,Low,13354.07,3413,127357
1/1/2026,MKP_1,B06,P10001,0,0,Makeup,Low,13354.07,3413,127357
1/1/2026,MKP_1,B07,P10001,24,2073.42,Makeup,Low,13354.07,3413,127357
1/1/2026,MKP_1,B04,P10001,18,1599.45,Makeup,Low,13354.07,3413,127357
1/1/2026,MKP_1,B08,P10001,9,2124.03,Makeup,Low,13354.07,3413,127357
1/1/2026,MKP_1,B20,P10001,19,2310.96,Makeup,Low,13354.07,3413,127357
1/1/2026,MKP_1,B14,P10001,21,2740.97,Makeup,Low,13354.07,3413,127357
1/1/2026,MKP_1,B02,P10001,11,2161.27,Makeup,Low,13354.07,3413,127357
1/1/2026,MKP_1,B13,P10001,19,1431.34,Makeup,Low,13354.07,3413,127357
1/1/2026,MKP_1,B17,P10001,18,1908.61,Makeup,Low,13354.07,3413,127357
1/1/2026,MKP_1,B05,P10001,21,3042.32,Makeup,Low,13354.07,3413,127357
1/1/2026,MKP_1,B17,P10001,21,2801.53,Makeup,Low,13354.07,3413,127357
1/1/2026,MKP_1,B09,P10001,24,3050.97,Makeup,Low,13354.07,3413,127357
1/1/2026,MKP_1,B18,P10001,1,0,Makeup,Low,13354.07,3413,127357
1/1/2026,MKP_1,B18,P10001,18,2219.98,Makeup,Low,13354.07,3413,127357
1/1/2026,MKP_1,B14,P10001,12,2652.66,Makeup,Low,13354.07,3413,127357
1/1/2026,MKP_1,B06,P10001,23,2447.77,Makeup,Low,13354.07,3413,127357
1/1/2026,MKP_1,B17,P10001,12,1397.43,Makeup,Low,13354.07,3413,127357
1/1/2026,MKP_1,B10,P10001,20,4078.18,Makeup,Low,13354.07,3413,127357
1/1/2026,MKP_1,B05,P10001,19,5215.42,Makeup,Low,13354.07,3413,127357
1/1/2026,MKP_1,B15,P10001,38,10360.9,Makeup,Low,13354.07,3413,127357
1/1/2026,MKP_1,B18,P10001,12,2636.63,Makeup,Low,13354.07,3413,127357
1/1/2026,MKP_1,B18,P10001,0,0,Makeup,Low,13354.07,3413,127357
1/1/2026,MKP_1,B03,P10001,19,4255.68,Makeup,Low,13354.07,3413,127357
1/1/2026,MKP_1,B06,P10001,9,1849.89,Makeup,Low,13354.07,3413,127357
1/1/2026,MKP_1,B20,P10001,27,6500.25,Makeup,Low,13354.07,3413,127357
1/1/2026,MKP_1,B02,P10001,15,2076.15,Makeup,Low,13354.07,3413,127357
1/1/2026,MKP_1,B17,P10001,14,1859.6,Makeup,Low,13354.07,3413,127357
1/1/2026,MKP_1,B16,P10001,16,3897.44,Makeup,Low,13354.07,3413,127357
1/1/2026,MKP_1,B06,P10001,10,2661.78,Makeup,Low,13354.07,3413,127357
1/1/2026,MKP_1,B08,P10001,7,1171.59,Makeup,Low,13354.07,3413,127357
1/1/2026,MKP_1,B06,P10001,23,2397.2,Makeup,Low,13354.07,3413,127357
1/1/2026,MKP_1,B11,P10002,22,4023.74,Makeup,Low,8876.6,2507,70357
1/1/2026,MKP_1,B11,P10002,20,3642.56,Makeup,Low,8876.6,2507,70357
1/1/2026,MKP_1,B02,P10002,15,3237.24,Makeup,Low,8876.6,2507,70357
1/1/2026,MKP_1,B03,P10002,14,1139.86,Makeup,Low,8876.6,2507,70357
1/1/2026,MKP_1,B06,P10002,14,3303.54,Makeup,Low,8876.6,2507,70357
1/1/2026,MKP_1,B18,P10002,8,950.24,Makeup,Low,8876.6,2507,70357
1/1/2026,MKP_1,B12,P10002,22,3389.4,Makeup,Low,8876.6,2507,70357
1/1/2026,MKP_1,B04,P10002,29,8498.01,Makeup,Low,8876.6,2507,70357
1/1/2026,MKP_1,B02,P10002,7,1424.86,Makeup,Low,8876.6,2507,70357
1/1/2026,MKP_1,B19,P10002,18,2175.38,Makeup,Low,8876.6,2507,70357
1/1/2026,MKP_1,B08,P10002,11,1046.71,Makeup,Low,8876.6,2507,70357
1/1/2026,MKP_1,B18,P10002,12,2628.22,Makeup,Low,8876.6,2507,70357
1/1/2026,MKP_1,B06,P10002,34,4153.76,Makeup,Low,8876.6,2507,70357
1/1/2026,MKP_1,B18,P10002,21,4962.22,Makeup,Low,8876.6,2507,70357
1/1/2026,MKP_1,B09,P10002,8,1246.27,Makeup,Low,8876.6,2507,70357
1/1/2026,MKP_1,B17,P10002,19,2619.56,Makeup,Low,8876.6,2507,70357
1/1/2026,MKP_1,B13,P10002,6,743.71,Makeup,Low,8876.6,2507,70357
1/1/2026,MKP_1,B14,P10002,25,4356.52,Makeup,Low,8876.6,2507,70357
1/1/2026,MKP_1,B14,P10002,15,1865.37,Makeup,Low,8876.6,2507,70357
1/1/2026,MKP_1,B12,P10002,24,3732.07,Makeup,Low,8876.6,2507,70357
1/1/2026,MKP_1,B03,P10002,8,2049.43,Makeup,Low,8876.6,2507,70357
1/1/2026,MKP_1,B18,P10002,17,2987.06,Makeup,Low,8876.6,2507,70357
1/1/2026,MKP_1,B14,P10002,13,2407.52,Makeup,Low,8876.6,2507,70357
1/1/2026,MKP_1,B05,P10002,17,1465.92,Makeup,Low,8876.6,2507,70357
1/1/2026,MKP_1,B11,P10002,25,2257.42,Makeup,Low,8876.6,2507,70357
1/1/2026,MKP_1,B14,P10002,12,1645.4,Makeup,Low,8876.6,2507,70357
1/1/2026,MKP_1,B08,P10002,17,3826.14,Makeup,Low,8876.6,2507,70357
1/1/2026,MKP_1,B13,P10002,8,881.17,Makeup,Low,8876.6,2507,70357
1/1/2026,MKP_1,B14,P10002,11,1737.58,Makeup,Low,8876.6,2507,70357
1/1/2026,MKP_1,B06,P10002,22,5313.1,Makeup,Low,8876.6,2507,70357
1/1/2026,MKP_1,B19,P10002,14,1907.07,Makeup,Low,8876.6,2507,70357
1/1/2026,MKP_1,B09,P10002,29,6137.1,Makeup,Low,8876.6,2507,70357
1/1/2026,MKP_1,B02,P10002,20,2290.97,Makeup,Low,8876.6,2507,70357
1/1/2026,MKP_1,B06,P10002,0,0,Makeup,Low,8876.6,2507,70357
1/1/2026,MKP_1,B19,P10003,22,2780.03,,,7823.16,2249,73046
1/1/2026,MKP_1,B17,P10003,15,2285.56,,,7823.16,2249,73046
1/1/2026,MKP_1,B01,P10003,25,5125.51,,,7823.16,2249,73046
1/1/2026,MKP_1,B17,P10003,5,1074.8,,,7823.16,2249,73046
1/1/2026,MKP_1,B11,P10003,16,2840.38,,,7823.16,2249,73046
1/1/2026,MKP_1,B17,P10003,23,2388.87,,,7823.16,2249,73046
1/1/2026,MKP_1,B05,P10003,23,3676.41,,,7823.16,2249,73046
1/1/2026,MKP_1,B17,P10003,19,3694.77,,,7823.16,2249,73046
1/1/2026,MKP_1,B10,P10003,13,2520.51,,,7823.16,2249,73046
1/1/2026,MKP_1,B19,P10003,14,2304.69,,,7823.16,2249,73046
1/1/2026,MKP_1,B20,P10003,21,4713.78,,,7823.16,2249,73046
1/1/2026,MKP_1,B18,P10003,15,2222.82,,,7823.16,2249,73046
1/1/2026,MKP_1,B12,P10003,6,921.16,,,7823.16,2249,73046
1/1/2026,MKP_1,B06,P10003,15,2142.92,,,7823.16,2249,73046
1/1/2026,MKP_1,B19,P10003,15,4220.02,,,7823.16,2249,73046
1/1/2026,MKP_1,B10,P10003,12,1464.81,,,7823.16,2249,73046
1/1/2026,MKP_1,B01,P10003,19,1676.38,,,7823.16,2249,73046
1/1/2026,MKP_1,B04,P10003,11,2117.47,,,7823.16,2249,73046
1/1/2026,MKP_1,B09,P10003,16,3850.51,,,7823.16,2249,73046
1/1/2026,MKP_1,B01,P10003,24,3406.04,,,7823.16,2249,73046
1/1/2026,MKP_1,B14,P10003,7,1169.83,,,7823.16,2249,73046
1/1/2026,MKP_1,B11,P10003,11,1407.76,,,7823.16,2249,73046
1/1/2026,MKP_1,B11,P10003,17,3072.89,,,7823.16,2249,73046
1/1/2026,MKP_1,B11,P10003,17,2705.71,,,7823.16,2249,73046
1/1/2026,MKP_1,B18,P10003,19,4851.26,,,7823.16,2249,73046
1/1/2026,MKP_1,B03,P10004,7,2779.41,Skincare,Mid,11396.44,3564,103676
1/1/2026,MKP_1,B10,P10004,9,4426.52,Skincare,Mid,11396.44,3564,103676
1/1/2026,MKP_1,B20,P10004,13,5783.5,Skincare,Mid,11396.44,3564,103676
1/1/2026,MKP_1,B12,P10004,9,7086.43,Skincare,Mid,11396.44,3564,103676
1/1/2026,MKP_1,B11,P10004,10,4727.9,Skincare,Mid,11396.44,3564,103676
1/1/2026,MKP_1,B10,P10004,6,2714.38,Skincare,Mid,11396.44,3564,103676
1/1/2026,MKP_1,B15,P10004,13,9495.54,Skincare,Mid,11396.44,3564,103676
1/1/2026,MKP_1,B12,P10004,17,13018.56,Skincare,Mid,11396.44,3564,103676
1/1/2026,MKP_1,B17,P10004,12,9052.88,Skincare,Mid,11396.44,3564,103676
1/1/2026,MKP_1,B20,P10004,10,7404.46,Skincare,Mid,11396.44,3564,103676
1/1/2026,MKP_1,B06,P10004,7,5162.18,Skincare,Mid,11396.44,3564,103676
1/1/2026,MKP_1,B08,P10004,13,2977.08,Skincare,Mid,11396.44,3564,103676
1/1/2026,MKP_1,B14,P10004,0,0,Skincare,Mid,11396.44,3564,103676
1/1/2026,MKP_1,B08,P10004,14,14097.84,Skincare,Mid,11396.44,3564,103676
1/1/2026,MKP_1,B12,P10004,5,4714.99,Skincare,Mid,11396.44,3564,103676
1/1/2026,MKP_1,B10,P10004,10,4234.65,Skincare,Mid,11396.44,3564,103676
1/1/2026,MKP_1,B17,P10004,8,6074.58,Skincare,Mid,11396.44,3564,103676
1/1/2026,MKP_1,B10,P10004,8,4911.52,Skincare,Mid,11396.44,3564,103676
1/1/2026,MKP_1,B15,P10004,14,4678.79,Skincare,Mid,11396.44,3564,103676
1/1/2026,MKP_1,B11,P10004,7,3870.68,Skincare,Mid,11396.44,3564,103676
1/1/2026,MKP_1,B01,P10005,10,2441.35,Haircare,Low,5320.78,1149,52873
1/1/2026,MKP_1,B01,P10005,14,1778.99,Haircare,Low,5320.78,1149,52873
1/1/2026,MKP_1,B19,P10005,15,1364.48,Haircare,Low,5320.78,1149,52873
1/1/2026,MKP_1,B01,P10005,0,0,Haircare,Low,5320.78,1149,52873
1/1/2026,MKP_1,B17,P10005,17,1840.08,Haircare,Low,5320.78,1149,52873
1/1/2026,MKP_1,B19,P10005,5,753.67,Haircare,Low,5320.78,1149,52873
1/1/2026,MKP_1,B02,P10005,6,1634.34,Haircare,Low,5320.78,1149,52873
1/1/2026,MKP_1,B07,P10005,17,2731.56,Haircare,Low,5320.78,1149,52873
1/1/2026,MKP_1,B08,P10005,13,3154.16,Haircare,Low,5320.78,1149,52873
1/1/2026,MKP_1,B01,P10005,0,0,Haircare,Low,5320.78,1149,52873
1/1/2026,MKP_1,B01,P10005,19,4255.01,Haircare,Low,5320.78,1149,52873
1/1/2026,MKP_1,B06,P10005,0,0,Haircare,Low,5320.78,1149,52873
1/1/2026,MKP_1,B13,P10005,33,7782.91,Haircare,Low,5320.78,1149,52873
1/1/2026,MKP_1,B08,P10005,27,8394.91,Haircare,Low,5320.78,1149,52873
1/1/2026,MKP_1,B10,P10005,10,1656.11,Haircare,Low,5320.78,1149,52873
1/1/2026,MKP_1,B16,P10005,14,1302.73,Haircare,Low,5320.78,1149,52873
1/1/2026,MKP_1,B15,P10006,21,3878.35,PersonalCare,Low,2964.78,1011,33621
1/1/2026,MKP_1,B02,P10006,19,3392.32,PersonalCare,Low,2964.78,1011,33621
1/1/2026,MKP_1,B06,P10006,25,4049.11,PersonalCare,Low,2964.78,1011,33621
1/1/2026,MKP_1,B16,P10006,14,2142.88,PersonalCare,Low,2964.78,1011,33621
1/1/2026,MKP_1,B03,P10006,16,2221.62,PersonalCare,Low,2964.78,1011,33621
1/1/2026,MKP_1,B05,P10006,16,3555.53,PersonalCare,Low,2964.78,1011,33621
1/1/2026,MKP_1,B16,P10006,8,1615.33,PersonalCare,Low,2964.78,1011,33621
1/1/2026,MKP_1,B13,P10006,8,1067.01,PersonalCare,Low,2964.78,1011,33621
1/1/2026,MKP_1,B13,P10006,21,1848.73,PersonalCare,Low,2964.78,1011,33621
1/1/2026,MKP_1,B18,P10006,22,3378.52,PersonalCare,Low,2964.78,1011,33621
1/1/2026,MKP_1,B10,P10007,4,335.28,Skincare,Low,3630.89,1000,34821
1/1/2026,MKP_1,B01,P10007,12,2398.49,Skincare,Low,3630.89,1000,34821
1/1/2026,MKP_1,B19,P10007,14,1596.97,Skincare,Low,3630.89,1000,34821
1/1/2026,MKP_1,B13,P10007,6,1395.95,Skincare,Low,3630.89,1000,34821
1/1/2026,MKP_1,B08,P10007,24,3393.17,Skincare,Low,3630.89,1000,34821
1/1/2026,MKP_1,B07,P10007,0,0,Skincare,Low,3630.89,1000,34821
1/1/2026,MKP_1,B12,P10007,11,1712.69,Skincare,Low,3630.89,1000,34821
1/1/2026,MKP_1,B16,P10007,14,1699.17,Skincare,Low,3630.89,1000,34821
1/1/2026,MKP_1,B18,P10007,21,3068.43,Skincare,Low,3630.89,1000,34821
1/1/2026,MKP_1,B19,P10007,12,2685.06,Skincare,Low,3630.89,1000,34821
1/1/2026,MKP_1,B05,P10007,12,2927.66,Skincare,Low,3630.89,1000,34821
1/1/2026,MKP_1,B09,P10007,21,2046.37,Skincare,Low,3630.89,1000,34821
1/1/2026,MKP_1,B01,P10007,13,3547.38,Skincare,Low,3630.89,1000,34821
1/1/2026,MKP_1,B13,P10007,17,2839.88,Skincare,Low,3630.89,1000,34821
1/1/2026,MKP_1,B05,P10008,19,4815.03,,,2758.49,735,26991
1/1/2026,MKP_1,B19,P10008,0,0,,,2758.49,735,26991
1/1/2026,MKP_1,B11,P10008,8,1074.44,,,2758.49,735,26991
1/1/2026,MKP_1,B16,P10008,9,1532.2,,,2758.49,735,26991
1/1/2026,MKP_1,B01,P10008,8,791.43,,,2758.49,735,26991
1/1/2026,MKP_1,B17,P10008,17,2777.5,,,2758.49,735,26991
1/1/2026,MKP_1,B10,P10008,16,1557.45,,,2758.49,735,26991
1/1/2026,MKP_1,B06,P10008,19,4387.21,,,2758.49,735,26991
1/1/2026,MKP_1,B14,P10008,35,4012.77,,,2758.49,735,26991
1/1/2026,MKP_1,B09,P10008,10,1805.98,,,2758.49,735,26991
1/1/2026,MKP_1,B04,P10009,12,1922.33,Makeup,Low,4853.62,1833,51910
1/1/2026,MKP_1,B16,P10009,18,3385.67,Makeup,Low,4853.62,1833,51910
1/1/2026,MKP_1,B09,P10009,31,6235.19,Makeup,Low,4853.62,1833,51910
1/1/2026,MKP_1,B17,P10009,0,0,Makeup,Low,4853.62,1833,51910
1/1/2026,MKP_1,B09,P10009,14,1308.75,Makeup,Low,4853.62,1833,51910
1/1/2026,MKP_1,B11,P10009,26,7154.08,Makeup,Low,4853.62,1833,51910
1/1/2026,MKP_1,B20,P10009,18,3479.51,Makeup,Low,4853.62,1833,51910
1/1/2026,MKP_1,B14,P10009,0,0,Makeup,Low,4853.62,1833,51910
1/1/2026,MKP_1,B03,P10009,7,988.02,Makeup,Low,4853.62,1833,51910
1/1/2026,MKP_1,B08,P10009,22,2590.2,Makeup,Low,4853.62,1833,51910
1/1/2026,MKP_1,B12,P10009,17,2893.42,Makeup,Low,4853.62,1833,51910
1/1/2026,MKP_1,B02,P10009,7,1004.35,Makeup,Low,4853.62,1833,51910
1/1/2026,MKP_1,B11,P10009,10,1193.25,Makeup,Low,4853.62,1833,51910
1/1/2026,MKP_1,B03,P10010,25,2605.26,Fragrance,Low,1366.93,340,14224
1/1/2026,MKP_1,B03,P10010,27,2877.1,Fragrance,Low,1366.93,340,14224
1/1/2026,MKP_1,B05,P10010,20,2544.76,Fragrance,Low,1366.93,340,14224
1/1/2026,MKP_1,B15,P10010,38,6801.72,Fragrance,Low,1366.93,340,14224
1/1/2026,MKP_1,B17,P10010,2,221.04,Fragrance,Low,1366.93,340,14224
1/1/2026,MKP_1,B05,P10010,19,2445.82,Fragrance,Low,1366.93,340,14224
1/1/2026,MKP_1,B17,P10011,4,6341.88,,,5742.39,1736,54114
