date,platform_id,brand_id,product_id,ad_spend,clicks,impressions
1/1/2026,MKP_1,B17,P10000,325.6,106,4244
1/1/2026,MKP_1,B05,P10068,481.56,231,5185
1/1/2026,MKP_1,B02,P10000,440.77,126,3455
1/1/2026,MKP_1,B04,P10011,1865.38,726,14377
1/1/2026,MKP_1,B14,P10001,266.89,74,3827
1/1/2026,MKP_1,B19,P10005,303.85,80,1688
1/1/2026,MKP_1,B06,P10309,311.14,43,1918
1/1/2026,MKP_1,B08,P10000,366.96,131,3432
1/1/2026,MKP_1,B02,P10000,304.83,58,3139
1/1/2026,MKP_1,B01,P10000,207.46,74,2606
1/1/2026,MKP_1,B08,P10000,394.74,134,2906
1/1/2026,MKP_1,B06,P10001,167.64,57,1292
1/1/2026,MKP_1,B20,P10009,587.64,137,5747
1/1/2026,MKP_1,B17,P10005,88.14,36,934
1/1/2026,MKP_1,B06,P10000,122.35,9,867
1/1/2026,MKP_1,B12,P10135,381.62,77,3317
1/1/2026,MKP_1,B10,P10281,928.47,512,10506
1/1/2026,MKP_1,B03,P10000,324.28,92,2526
1/1/2026,MKP_1,B12,P10014,3374.39,1207,31342
1/1/2026,MKP_1,B07,P10000,221.59,100,2558
1/1/2026,MKP_1,B18,P10007,233.86,41,1224
1/1/2026,MKP_1,B02,P10301,305.3,173,3872
1/1/2026,MKP_1,B10,P10008,159.57,44,945
1/1/2026,MKP_1,B20,P10003,785.86,253,9575
1/1/2026,MKP_1,B09,P10104,305.81,68,2571
1/1/2026,MKP_1,B10,P10105,1056.41,230,5497
1/1/2026,MKP_1,B06,P10015,336.73,137,3214
1/1/2026,MKP_1,B04,P10000,540.59,282,6768
1/1/2026,MKP_1,B02,P10058,423.25,147,4228
1/1/2026,MKP_1,B12,P10201,817.34,306,9078
1/1/2026,MKP_1,B07,P10015,393.29,86,2278
1/1/2026,MKP_1,B05,P10003,661.52,271,8831
1/1/2026,MKP_1,B19,P10469,198.91,33,2853
1/1/2026,MKP_1,B17,P10001,343.51,55,4369
1/1/2026,MKP_1,B03,P10000,205.41,101,2425
1/1/2026,MKP_1,B04,P10356,248.05,44,1977
1/1/2026,MKP_1,B01,P10003,62.33,7,948
1/1/2026,MKP_1,B17,P10002,503.72,26,3017
1/1/2026,MKP_1,B12,P10481,86.54,3,346
1/1/2026,MKP_1,B09,P10009,570.68,185,7112
1/1/2026,MKP_1,B12,P10019,167.3,38,1168
1/1/2026,MKP_1,B19,P10070,313.6,73,1884
1/1/2026,MKP_1,B19,P10002,148.96,52,1351
1/1/2026,MKP_1,B02,P10005,259.02,60,1629
1/1/2026,MKP_1,B11,P10156,109.08,52,1057
1/1/2026,MKP_1,B09,P10002,832.12,332,7337
1/1/2026,MKP_1,B17,P10000,180.69,47,1254
1/1/2026,MKP_1,B16,P10000,243.67,57,1314
1/1/2026,MKP_1,B17,P10121,1398.41,228,12291
1/1/2026,MKP_1,B16,P10000,515.29,121,4707
1/1/2026,MKP_1,B05,P10383,361.01,141,4496
1/1/2026,MKP_1,B18,P10006,390.03,159,4187
1/1/2026,MKP_1,B15,P10014,552.04,199,5679
1/1/2026,MKP_1,B20,P10001,964.36,200,10885
1/1/2026,MKP_1,B17,P10000,255.54,54,2446
1/1/2026,MKP_1,B16,P10062,266.3,77,2945
1/1/2026,MKP_1,B14,P10054,215.23,29,1389
1/1/2026,MKP_1,B05,P10002,176.99,62,1963
1/1/2026,MKP_1,B14,P10328,585.54,197,5917
1/1/2026,MKP_1,B17,P10003,539.62,42,3944
1/1/2026,MKP_1,B09,P10073,560.8,134,4039
1/1/2026,MKP_1,B12,P10000,123.21,16,1382
1/1/2026,MKP_1,B10,P10003,126.2,24,966
1/1/2026,MKP_1,B06,P10001,179.19,36,932
1/1/2026,MKP_1,B12,P10075,1143.6,117,8170
1/1/2026,MKP_1,B13,P10002,108.73,24,587
1/1/2026,MKP_1,B11,P10000,778.61,485,10895
1/1/2026,MKP_1,B19,P10012,484.31,87,6563
1/1/2026,MKP_1,B04,P10050,2178.8,298,18718
1/1/2026,MKP_1,B16,P10000,206.06,75,2385
1/1/2026,MKP_1,B11,P10009,993.12,243,9404
1/1/2026,MKP_1,B06,P10000,421.29,160,3455
1/1/2026,MKP_1,B20,P10050,1801.45,138,10043
1/1/2026,MKP_1,B02,P10510,182.55,83,1716
1/1/2026,MKP_1,B19,P10007,535.85,224,4771
1/1/2026,MKP_1,B19,P10001,245.62,27,1311
1/1/2026,MKP_1,B16,P10006,184.82,43,1423
1/1/2026,MKP_1,B11,P10000,134.76,19,988
1/1/2026,MKP_1,B18,P10001,360.76,26,1926
1/1/2026,MKP_1,B11,P10004,401.88,51,3190
1/1/2026,MKP_1,B06,P10006,981.06,314,13446
1/1/2026,MKP_1,B05,P10000,569,252,6862
1/1/2026,MKP_1,B13,P10007,110.55,61,1748
1/1/2026,MKP_1,B08,P10144,987.9,621,13443
1/1/2026,MKP_1,B01,P10005,260.86,101,2380
1/1/2026,MKP_1,B04,P10000,255.81,100,2198
1/1/2026,MKP_1,B11,P10044,137.61,32,1091
1/1/2026,MKP_1,B17,P10000,389.44,161,4581
1/1/2026,MKP_1,B07,P10113,49.52,6,278
1/1/2026,MKP_1,B16,P10009,482.88,186,5036
1/1/2026,MKP_1,B04,P10009,252.55,138,3043
1/1/2026,MKP_1,B10,P10303,168.51,20,1677
1/1/2026,MKP_1,B15,P10000,306.63,88,2000
1/1/2026,MKP_1,B08,P10058,981.98,283,10262
1/1/2026,MKP_1,B01,P10007,245.12,38,1776
1/1/2026,MKP_1,B14,P10023,827.18,72,6245
1/1/2026,MKP_1,B09,P10009,186.77,138,2806
1/1/2026,MKP_1,B20,P10004,887.22,108,5342
1/1/2026,MKP_1,B14,P10031,208.05,65,1678
1/1/2026,MKP_1,B14,P10143,566.66,89,3314
1/1/2026,MKP_1,B12,P10116,473.58,153,3564
1/1/2026,MKP_1,B05,P10000,539.64,191,4265
1/1/2026,MKP_1,B03,P10010,209.73,38,2337
1/1/2026,MKP_1,B16,P10007,271.05,42,3785
1/1/2026,MKP_1,B16,P10001,580.57,162,3922
1/1/2026,MKP_1,B07,P10000,353.67,206,5094
1/1/2026,MKP_1,B01,P10008,151.2,20,768
1/1/2026,MKP_1,B18,P10002,366.55,88,1823
1/1/2026,MKP_1,B10,P10192,187,63,1784
1/1/2026,MKP_1,B03,P10085,2420.05,672,23036
1/1/2026,MKP_1,B14,P10002,416.2,144,4728
1/1/2026,MKP_1,B08,P10093,1036.16,426,12738
1/1/2026,MKP_1,B03,P10016,2222.5,616,12639
1/1/2026,MKP_1,B09,P10000,235.44,55,2845
1/1/2026,MKP_1,B15,P10029,965.09,293,6775
1/1/2026,MKP_1,B08,P10001,818.02,158,10777
1/1/2026,MKP_1,B05,P10000,178.91,37,1655
1/1/2026,MKP_1,B10,P10001,99,43,1315
1/1/2026,MKP_1,B08,P10009,363.08,179,3705
1/1/2026,MKP_1,B06,P10005,206.84,48,1438
1/1/2026,MKP_1,B04,P10000,275.63,64,2491
1/1/2026,MKP_1,B01,P10086,652.4,125,3285
1/1/2026,MKP_1,B10,P10005,120.64,57,1792
1/1/2026,MKP_1,B09,P10016,303.89,86,2591
1/1/2026,MKP_1,B20,P10041,587.05,115,4160
1/1/2026,MKP_1,B01,P10413,1141.82,256,14598
1/1/2026,MKP_1,B13,P10295,972.22,316,10513
1/1/2026,MKP_1,B12,P10000,101.5,79,1795
1/1/2026,MKP_1,B04,P10170,104.74,36,822
1/1/2026,MKP_1,B10,P10000,270.38,101,2158
1/1/2026,MKP_1,B05,P10014,90.18,22,949
1/1/2026,MKP_1,B17,P10461,305.67,51,4210
1/1/2026,MKP_1,B03,P10010,350.84,65,2693
1/1/2026,MKP_1,B05,P10639,745.72,83,5800
1/1/2026,MKP_1,B18,P10001,222.41,133,2758
1/1/2026,MKP_1,B02,P10301,268.74,41,3117
1/1/2026,MKP_1,B04,P10000,75.64,12,971
1/1/2026,MKP_1,B14,P10124,1180.78,433,11930
1/1/2026,MKP_1,B19,P10003,206.38,21,1570
1/1/2026,MKP_1,B10,P10599,906.62,150,6569
1/1/2026,MKP_1,B17,P10011,1419.12,570,11892
1/1/2026,MKP_1,B13,P10006,119.69,15,708
1/1/2026,MKP_1,B05,P10061,316.66,92,2317
1/1/2026,MKP_1,B12,P10009,635.74,328,7561
1/1/2026,MKP_1,B10,P10000,270.12,143,3846
1/1/2026,MKP_1,B07,P10072,378.71,78,3947
1/1/2026,MKP_1,B11,P10300,917.26,176,7459
1/1/2026,MKP_1,B06,P10001,275.27,77,2779
1/1/2026,MKP_1,B06,P10424,57.19,13,298
1/1/2026,MKP_1,B07,P10000,708.49,337,7741
1/1/2026,MKP_1,B03,P10000,196.02,35,2595
1/1/2026,MKP_1,B16,P10058,225.17,19,1671
1/1/2026,MKP_1,B18,P10042,1924.6,219,11486
1/1/2026,MKP_1,B17,P10000,99.88,23,978
1/1/2026,MKP_1,B04,P10003,459.18,82,3018
1/1/2026,MKP_1,B08,P10001,136.91,17,1624
1/1/2026,MKP_1,B04,P10213,157.54,38,1609
1/1/2026,MKP_1,B10,P10003,346.78,97,3100
1/1/2026,MKP_1,B14,P10532,1379.92,293,10658
1/1/2026,MKP_1,B20,P10001,484.44,49,2626
1/1/2026,MKP_1,B17,P10162,198.96,67,1298
1/1/2026,MKP_1,B16,P10218,397.64,70,3115
1/1/2026,MKP_1,B11,P10000,43.94,3,305
1/1/2026,MKP_1,B01,P10012,83.1,17,330
1/1/2026,MKP_1,B09,P10007,263.43,160,3512
1/1/2026,MKP_1,B11,P10000,95.83,9,940
1/1/2026,MKP_1,B15,P10123,171.89,79,2204
1/1/2026,MKP_1,B07,P10016,90.45,33,1133
1/1/2026,MKP_1,B08,P10000,647.01,376,8769
1/1/2026,MKP_1,B17,P10150,1283.49,102,9472
1/1/2026,MKP_1,B12,P10004,1195.84,331,9057
1/1/2026,MKP_1,B16,P10000,259.28,159,3381
1/1/2026,MKP_1,B13,P10001,234.66,125,3291
1/1/2026,MKP_1,B16,P10005,78.6,6,235
1/1/2026,MKP_1,B16,P10054,104.27,12,726
1/1/2026,MKP_1,B17,P10651,130.96,7,651
1/1/2026,MKP_1,B01,P10013,2851.56,629,14605
1/1/2026,MKP_1,B19,P10003,724.14,276,6500
1/1/2026,MKP_1,B13,P10002,117.12,39,828
1/1/2026,MKP_1,B16,P10031,164.77,55,1745
1/1/2026,MKP_1,B19,P10007,194.78,24,902
1/1/2026,MKP_1,B13,P10053,605.72,210,4633
1/1/2026,MKP_1,B04,P10000,307.78,59,3112
1/1/2026,MKP_1,B12,P10095,466.38,191,5293
1/1/2026,MKP_1,B14,P10000,204.84,71,1845
1/1/2026,MKP_1,B10,P10022,277.41,80,1782
1/1/2026,MKP_1,B12,P10039,445.43,157,4931
1/1/2026,MKP_1,B05,P10001,126.6,17,1102
1/1/2026,MKP_1,B08,P10012,190.5,72,2058
1/1/2026,MKP_1,B17,P10003,231.66,26,1097
1/1/2026,MKP_1,B17,P10004,430.58,241,4921
1/1/2026,MKP_1,B12,P10000,205.98,67,2711
1/1/2026,MKP_1,B11,P10003,250.5,50,2129
1/1/2026,MKP_1,B13,P10006,139.08,39,1822
1/1/2026,MKP_1,B11,P10003,68.95,12,843
1/1/2026,MKP_1,B16,P10006,300.12,173,4122
1/1/2026,MKP_1,B15,P10001,275.86,58,1865
1/1/2026,MKP_1,B19,P10000,633.85,101,4072
1/1/2026,MKP_1,B18,P10001,144.52,22,1451
1/1/2026,MKP_1,B16,P10008,93.43,19,513
1/1/2026,MKP_1,B20,P10000,198.62,53,2593
1/1/2026,MKP_1,B14,P10003,119.5,26,1409
1/1/2026,MKP_1,B15,P10001,912.78,274,12352
1/1/2026,MKP_1,B02,P10002,216.45,47,1912
1/1/2026,MKP_1,B01,P10011,225.81,80,2129
1/1/2026,MKP_1,B02,P10001,237.43,85,1927
1/1/2026,MKP_1,B17,P10010,55.53,12,908
1/1/2026,MKP_1,B10,P10175,1013.87,261,5809
1/1/2026,MKP_1,B05,P10010,356.92,58,2866
1/1/2026,MKP_1,B13,P10000,223.49,65,2563
1/1/2026,MKP_1,B19,P10005,120.95,48,1188
1/1/2026,MKP_1,B17,P10000,270.71,88,2654
1/1/2026,MKP_1,B16,P10106,182.67,70,1573
1/1/2026,MKP_1,B11,P10028,710.97,218,7409
1/1/2026,MKP_1,B18,P10103,653.42,182,8713
1/1/2026,MKP_1,B05,P10000,452.34,70,3046
1/1/2026,MKP_1,B02,P10015,186.43,83,3024
1/1/2026,MKP_1,B11,P10003,405.75,58,2772
1/1/2026,MKP_1,B08,P10000,275.82,88,3211
1/1/2026,MKP_1,B07,P10164,2354.3,1065,29486
1/1/2026,MKP_1,B20,P10039,102.7,44,1082
1/1/2026,MKP_1,B14,P10002,583.14,196,4406
1/1/2026,MKP_1,B06,P10003,511.11,249,6399
1/1/2026,MKP_1,B18,P10001,48.71,0,199
1/1/2026,MKP_1,B12,P10021,31.28,0,13
1/1/2026,MKP_1,B04,P10000,391.27,72,2640
1/1/2026,MKP_1,B05,P10006,453.2,67,3669
1/1/2026,MKP_1,B06,P10019,206.86,41,1741
1/1/2026,MKP_1,B03,P10009,168.98,26,1511
1/1/2026,MKP_1,B14,P10552,273.08,22,1697
1/1/2026,MKP_1,B01,P10001,27.82,6,311
1/1/2026,MKP_1,B08,P10101,347.05,170,4468
1/1/2026,MKP_1,B09,P10008,169.31,46,2299
1/1/2026,MKP_1,B13,P10000,316.8,51,4077
1/1/2026,MKP_1,B04,P10000,586.31,248,8444
1/1/2026,MKP_1,B07,P10014,1230.64,169,13239
1/1/2026,MKP_1,B20,P10088,178.06,33,1452
1/1/2026,MKP_1,B05,P10000,216.41,70,2306
1/1/2026,MKP_1,B08,P10005,1041.33,150,9082
1/1/2026,MKP_1,B05,P10022,1854.76,731,21728
1/1/2026,MKP_1,B14,P10341,157.18,39,1266
1/1/2026,MKP_1,B13,P10027,432.04,66,3108
1/1/2026,MKP_1,B16,P10001,196.47,81,1896
1/1/2026,MKP_1,B04,P10163,174.74,39,1945
1/1/2026,MKP_1,B06,P10000,489.98,160,6873
1/1/2026,MKP_1,B02,P10015,210.93,56,1235
1/1/2026,MKP_1,B03,P10000,206.11,59,1682
1/1/2026,MKP_1,B15,P10004,1209.17,163,8930
1/1/2026,MKP_1,B01,P10005,668.5,216,9211
1/1/2026,MKP_1,B17,P10000,375.35,90,3093
1/1/2026,MKP_1,B03,P10001,726.7,198,7189
1/1/2026,MKP_1,B03,P10183,309.64,105,4294
1/1/2026,MKP_1,B08,P10000,474.69,233,5310
1/1/2026,MKP_1,B01,P10005,143.36,60,1386
1/1/2026,MKP_1,B16,P10595,369.66,103,4491
1/1/2026,MKP_1,B07,P10000,245.92,121,3186
1/1/2026,MKP_1,B11,P10000,619.09,168,4548
1/1/2026,MKP_1,B06,P10001,145.6,20,1536
1/1/2026,MKP_1,B02,P10014,417.67,61,5324
1/1/2026,MKP_1,B15,P10004,1140.58,473,12675
1/1/2026,MKP_1,B08,P10106,1347.71,144,9637
1/1/2026,MKP_1,B11,P10001,599.17,134,5326
1/1/2026,MKP_1,B18,P10000,359.92,89,2152
1/1/2026,MKP_1,B14,P10002,289.06,29,1804
1/1/2026,MKP_1,B14,P10008,571.72,110,6159
1/1/2026,MKP_1,B04,P10041,939.67,118,5127
1/1/2026,MKP_1,B01,P10121,4276.42,744,21692
1/1/2026,MKP_1,B16,P10058,911.81,424,8836
1/1/2026,MKP_1,B13,P10007,375.34,41,2683
1/1/2026,MKP_1,B02,P10018,439.01,81,2925
1/1/2026,MKP_1,B02,P10000,615.28,192,5820
1/1/2026,MKP_1,B08,P10013,210.15,145,3001
1/1/2026,MKP_1,B19,P10003,190.76,45,1456
1/1/2026,MKP_1,B07,P10017,1072.77,398,10331
1/1/2026,MKP_1,B05,P10001,301.35,145,3933
1/1/2026,MKP_1,B18,P10015,336.58,42,2132
1/1/2026,MKP_1,B02,P10009,191.46,81,1820
1/1/2026,MKP_1,B13,P10005,1330.07,175,15110
1/1/2026,MKP_1,B08,P10014,1249.43,235,7395
1/1/2026,MKP_1,B04,P10592,267.11,122,2740
1/1/2026,MKP_1,B11,P10002,218.65,22,1241
1/1/2026,MKP_1,B06,P10002,829.13,181,4611
1/1/2026,MKP_1,B09,P10001,541.67,176,3595
1/1/2026,MKP_1,B20,P10302,276.26,131,2655
1/1/2026,MKP_1,B11,P10002,416.14,227,4861
1/1/2026,MKP_1,B09,P10011,233.44,115,2671
1/1/2026,MKP_1,B10,P10004,221.36,56,1425
1/1/2026,MKP_1,B15,P10042,172.63,29,1206
1/1/2026,MKP_1,B05,P10000,75.25,43,960
1/1/2026,MKP_1,B07,P10030,939.75,440,8800
1/1/2026,MKP_1,B06,P10000,52.72,12,315
1/1/2026,MKP_1,B08,P10000,465.4,103,5425
1/1/2026,MKP_1,B08,P10007,542.31,228,5102
1/1/2026,MKP_1,B11,P10000,132.11,37,1378
1/1/2026,MKP_1,B03,P10050,1597.72,344,14897
1/1/2026,MKP_1,B19,P10012,156.69,57,1567
1/1/2026,MKP_1,B10,P10004,415.25,110,4080
1/1/2026,MKP_1,B20,P10000,134.46,48,1699
1/1/2026,MKP_1,B01,P10218,1588.84,447,10715
1/1/2026,MKP_1,B11,P10021,122.24,6,599
1/1/2026,MKP_1,B15,P10626,1025.31,339,12517
1/1/2026,MKP_1,B10,P10041,94.91,18,606
1/1/2026,MKP_1,B04,P10001,112.71,63,1388
1/1/2026,MKP_1,B03,P10002,335.76,151,3398
1/1/2026,MKP_1,B19,P10000,512.81,308,6860
1/1/2026,MKP_1,B11,P10001,32.47,26,543
1/1/2026,MKP_1,B18,P10052,429.15,91,4847
1/1/2026,MKP_1,B08,P10000,760.22,441,8897
1/1/2026,MKP_1,B02,P10043,318.8,84,2542
1/1/2026,MKP_1,B05,P10000,929.56,137,7565
1/1/2026,MKP_1,B13,P10096,315.67,101,1935
1/1/2026,MKP_1,B07,P10080,473.93,222,4856
1/1/2026,MKP_1,B02,P10000,326.42,186,4393
1/1/2026,MKP_1,B02,P10006,396.78,201,4244
1/1/2026,MKP_1,B17,P10057,177.32,46,2346
1/1/2026,MKP_1,B01,P10005,100.28,30,867
1/1/2026,MKP_1,B12,P10002,661.79,87,3736
1/1/2026,MKP_1,B14,P10015,681.84,182,6198
1/1/2026,MKP_1,B10,P10007,46.63,7,374
1/1/2026,MKP_1,B05,P10000,107.01,37,1133
1/1/2026,MKP_1,B19,P10022,117.7,27,1283
1/1/2026,MKP_1,B06,P10002,94.29,48,1214
1/1/2026,MKP_1,B06,P10002,128.97,36,1110
1/1/2026,MKP_1,B08,P10002,144.84,28,884
1/1/2026,MKP_1,B11,P10025,183.22,90,2740
1/1/2026,MKP_1,B01,P10028,1370.52,530,15681
1/1/2026,MKP_1,B04,P10000,148.52,10,994
1/1/2026,MKP_1,B03,P10183,1445.83,398,19179
1/1/2026,MKP_1,B17,P10009,223.3,133,2827
1/1/2026,MKP_1,B08,P10001,243.6,34,2463
1/1/2026,MKP_1,B14,P10009,41.88,14,399
1/1/2026,MKP_1,B02,P10036,621.21,202,5887
1/1/2026,MKP_1,B14,P10018,352.8,79,4740
1/1/2026,MKP_1,B01,P10059,128.29,27,723
1/1/2026,MKP_1,B10,P10300,905.93,141,7618
1/1/2026,MKP_1,B19,P10000,274.01,65,2393
1/1/2026,MKP_1,B07,P10001,340.09,108,2866
1/1/2026,MKP_1,B05,P10033,784.68,145,4739
1/1/2026,MKP_1,B15,P10000,52.08,24,804
1/1/2026,MKP_1,B05,P10008,442.85,68,4819
1/1/2026,MKP_1,B14,P10011,1998.64,245,23045
1/1/2026,MKP_1,B18,P10000,340.64,81,2038
1/1/2026,MKP_1,B11,P10002,400.03,57,2182
1/1/2026,MKP_1,B04,P10019,192.64,31,2115
1/1/2026,MKP_1,B17,P10001,391.54,117,3454
1/1/2026,MKP_1,B06,P10309,538.69,52,5193
1/1/2026,MKP_1,B08,P10000,666.47,69,4522
1/1/2026,MKP_1,B01,P10003,392.55,61,3084
1/1/2026,MKP_1,B08,P10004,1754.47,976,22280
1/1/2026,MKP_1,B15,P10035,312.04,92,4024
1/1/2026,MKP_1,B14,P10023,50.24,10,460
1/1/2026,MKP_1,B11,P10009,155.54,45,939
1/1/2026,MKP_1,B11,P10003,340.56,162,4086
1/1/2026,MKP_1,B14,P10004,197.45,46,1876
1/1/2026,MKP_1,B03,P10004,221.61,100,2350
1/1/2026,MKP_1,B02,P10380,216.09,28,1562
1/1/2026,MKP_1,B17,P10004,822.17,257,5607
1/1/2026,MKP_1,B06,P10001,131.26,25,1179
1/1/2026,MKP_1,B01,P10007,688.35,103,7548
1/1/2026,MKP_1,B15,P10114,2171.98,564,20089
1/1/2026,MKP_1,B07,P10000,550.75,82,3727
1/1/2026,MKP_1,B09,P10002,193.05,107,2476
1/1/2026,MKP_1,B08,P10004,463.5,130,2931
1/2/2026,MKP_1,B16,P10000,1020.72,251,13872
1/2/2026,MKP_1,B09,P10010,661.94,162,3465
1/2/2026,MKP_1,B16,P10007,228.71,56,2341
1/2/2026,MKP_1,B12,P10000,565.76,199,7355
1/2/2026,MKP_1,B02,P10034,473.78,195,6175
1/2/2026,MKP_1,B06,P10004,756.22,175,5129
1/2/2026,MKP_1,B19,P10069,1576.49,294,11645
1/2/2026,MKP_1,B10,P10009,149.67,64,1389
1/2/2026,MKP_1,B13,P10006,139.33,25,1813
1/2/2026,MKP_1,B14,P10000,105.26,8,1062
1/2/2026,MKP_1,B14,P10000,33.41,14,368
1/2/2026,MKP_1,B09,P10000,827.43,351,9893
1/2/2026,MKP_1,B11,P10087,366.83,103,2709
1/2/2026,MKP_1,B07,P10044,186.08,45,1378
1/2/2026,MKP_1,B20,P10016,12.74,9,350
1/2/2026,MKP_1,B10,P10000,232.12,123,2855
1/2/2026,MKP_1,B19,P10000,323.02,28,2441
1/2/2026,MKP_1,B06,P10000,129.88,42,1127
1/2/2026,MKP_1,B01,P10026,140.61,20,1470
1/2/2026,MKP_1,B15,P10000,384.66,69,2636
1/2/2026,MKP_1,B01,P10000,92.28,16,1865
1/2/2026,MKP_1,B17,P10003,257.22,88,1737
1/2/2026,MKP_1,B03,P10000,408.41,58,3685
1/2/2026,MKP_1,B15,P10003,267.05,38,1723
1/2/2026,MKP_1,B15,P10001,469.65,129,3476
1/2/2026,MKP_1,B18,P10022,470.99,87,3190
1/2/2026,MKP_1,B09,P10002,537.08,146,6492
1/2/2026,MKP_1,B14,P10021,377.65,145,4774
1/2/2026,MKP_1,B20,P10024,148.14,43,1330
1/2/2026,MKP_1,B19,P10020,156.27,60,1461
1/2/2026,MKP_1,B19,P10000,696.47,90,8531
1/2/2026,MKP_1,B06,P10003,426.11,104,3438
1/2/2026,MKP_1,B09,P10275,672.59,82,6073
1/2/2026,MKP_1,B01,P10003,225.87,51,1227
1/2/2026,MKP_1,B18,P10000,211.03,58,2060
