date,platform_id,brand_id,product_id,units_sold,revenue
1/1/2026,MKP_1,B17,P10162,19,4084.03
1/1/2026,MKP_1,B06,P10015,15,1795.55
1/1/2026,MKP_1,B08,P10000,12,2903.34
1/1/2026,MKP_1,B14,P10032,9,1213.47
1/1/2026,MKP_1,B09,P10127,18,2561.26
1/1/2026,MKP_1,B09,P10001,30,3505.2
1/1/2026,MKP_1,B12,P10000,19,1871.01
1/1/2026,MKP_1,B04,P10000,16,3403.42
1/1/2026,MKP_1,B15,P10000,17,2719.49
1/1/2026,MKP_1,B17,P10057,7,4136.9
1/1/2026,MKP_1,B16,P10595,17,2008.79
1/1/2026,MKP_1,B07,P10000,7,1442.18
1/1/2026,MKP_1,B03,P10050,5,11315.63
1/1/2026,MKP_1,B04,P10000,0,0
1/1/2026,MKP_1,B06,P10000,21,2978.46
1/1/2026,MKP_1,B17,P10000,20,3789.38
1/1/2026,MKP_1,B15,P10000,5,1287.74
1/1/2026,MKP_1,B08,P10012,14,1885.04
1/1/2026,MKP_1,B06,P10006,25,4049.11
1/1/2026,MKP_1,B14,P10054,15,2310.7
1/1/2026,MKP_1,B12,P10376,25,2150.43
1/1/2026,MKP_1,B02,P10043,13,1882.59
1/1/2026,MKP_1,B04,P10000,18,3823
1/1/2026,MKP_1,B06,P10000,18,2960.09
1/1/2026,MKP_1,B18,P10042,8,6926.15
1/1/2026,MKP_1,B12,P10000,13,3134.24
1/1/2026,MKP_1,B17,P10001,12,1343.47
1/1/2026,MKP_1,B14,P10002,11,1737.58
1/1/2026,MKP_1,B07,P10016,3,1256.51
1/1/2026,MKP_1,B02,P10036,24,3752.35
1/1/2026,MKP_1,B15,P10495,13,4666.12
1/1/2026,MKP_1,B14,P10001,32,5449.28
1/1/2026,MKP_1,B17,P10000,13,1374.14
1/1/2026,MKP_1,B16,P10058,8,6681.92
1/1/2026,MKP_1,B10,P10192,0,0
1/1/2026,MKP_1,B10,P10053,11,16251
1/1/2026,MKP_1,B07,P10121,0,0
1/1/2026,MKP_1,B13,P10157,18,4399.43
1/1/2026,MKP_1,B12,P10000,14,1362.11
1/1/2026,MKP_1,B09,P10011,2,3957.41
1/1/2026,MKP_1,B06,P10001,0,0
1/1/2026,MKP_1,B16,P10006,14,2142.88
1/1/2026,MKP_1,B08,P10144,4,6271.16
1/1/2026,MKP_1,B10,P10004,6,2714.38
1/1/2026,MKP_1,B07,P10000,23,5659.75
1/1/2026,MKP_1,B12,P10002,24,3732.07
1/1/2026,MKP_1,B05,P10034,8,798.28
1/1/2026,MKP_1,B11,P10000,5,601.72
1/1/2026,MKP_1,B03,P10000,11,2249.58
1/1/2026,MKP_1,B10,P10022,0,0
1/1/2026,MKP_1,B11,P10002,22,4023.74
1/1/2026,MKP_1,B15,P10004,13,9495.54
1/1/2026,MKP_1,B05,P10008,19,4815.03
1/1/2026,MKP_1,B01,P10003,25,5125.51
1/1/2026,MKP_1,B11,P10156,10,889.57
1/1/2026,MKP_1,B14,P10031,0,0
1/1/2026,MKP_1,B14,P10004,0,0
1/1/2026,MKP_1,B18,P10000,20,2256.59
1/1/2026,MKP_1,B18,P10103,11,3278.87
1/1/2026,MKP_1,B19,P10003,22,2780.03
1/1/2026,MKP_1,B08,P10013,12,3525.07
1/1/2026,MKP_1,B19,P10007,12,2685.06
1/1/2026,MKP_1,B01,P10012,17,2467.28
1/1/2026,MKP_1,B11,P10000,20,3452.02
1/1/2026,MKP_1,B17,P10000,8,1241.88
1/1/2026,MKP_1,B17,P10587,9,7268.85
1/1/2026,MKP_1,B04,P10001,18,1599.45
1/1/2026,MKP_1,B04,P10000,12,1386.76
1/1/2026,MKP_1,B18,P10003,19,4851.26
1/1/2026,MKP_1,B10,P10000,5,794.55
1/1/2026,MKP_1,B15,P10004,14,4678.79
1/1/2026,MKP_1,B14,P10015,14,2933.34
1/1/2026,MKP_1,B04,P10213,8,6490.03
1/1/2026,MKP_1,B06,P10657,2,3275.03
1/1/2026,MKP_1,B10,P10000,9,1908.59
1/1/2026,MKP_1,B11,P10003,17,3072.89
1/1/2026,MKP_1,B08,P10002,17,3826.14
1/1/2026,MKP_1,B04,P10000,16,2731.61
1/1/2026,MKP_1,B08,P10001,9,2124.03
1/1/2026,MKP_1,B08,P10000,16,3710.21
1/1/2026,MKP_1,B02,P10058,7,3868.77
1/1/2026,MKP_1,B18,P10007,21,3068.43
1/1/2026,MKP_1,B05,P10269,21,4656.77
1/1/2026,MKP_1,B20,P10000,19,4656.46
1/1/2026,MKP_1,B19,P10002,14,1907.07
1/1/2026,MKP_1,B06,P10309,11,2735.6
1/1/2026,MKP_1,B15,P10029,7,6747.75
1/1/2026,MKP_1,B02,P10510,9,1505.69
1/1/2026,MKP_1,B08,P10000,27,3295.41
1/1/2026,MKP_1,B10,P10004,9,4426.52
1/1/2026,MKP_1,B19,P10005,15,1364.48
1/1/2026,MKP_1,B12,P10021,2,399.43
1/1/2026,MKP_1,B11,P10009,10,1193.25
1/1/2026,MKP_1,B15,P10328,3,842.42
1/1/2026,MKP_1,B14,P10341,5,2512.64
1/1/2026,MKP_1,B05,P10000,21,1989.48
1/1/2026,MKP_1,B14,P10001,21,2740.97
1/1/2026,MKP_1,B16,P10106,0,0
1/1/2026,MKP_1,B05,P10383,5,12268.39
1/1/2026,MKP_1,B07,P10029,0,0
1/1/2026,MKP_1,B08,P10000,12,3079.16
1/1/2026,MKP_1,B05,P10007,12,2927.66
1/1/2026,MKP_1,B13,P10096,13,2728.62
1/1/2026,MKP_1,B02,P10001,11,2161.27
1/1/2026,MKP_1,B03,P10010,25,2605.26
1/1/2026,MKP_1,B16,P10000,15,1270.46
1/1/2026,MKP_1,B13,P10002,8,881.17
1/1/2026,MKP_1,B08,P10093,8,7167.69
1/1/2026,MKP_1,B14,P10003,7,1169.83
1/1/2026,MKP_1,B13,P10062,13,2503.04
1/1/2026,MKP_1,B12,P10082,7,3769.54
1/1/2026,MKP_1,B11,P10000,0,0
1/1/2026,MKP_1,B11,P10000,10,709.86
1/1/2026,MKP_1,B06,P10424,5,512.17
1/1/2026,MKP_1,B11,P10003,11,1407.76
1/1/2026,MKP_1,B03,P10000,27,2396.71
1/1/2026,MKP_1,B10,P10281,13,9600.98
1/1/2026,MKP_1,B03,P10183,6,12755.74
1/1/2026,MKP_1,B16,P10008,9,1532.2
1/1/2026,MKP_1,B03,P10016,15,15896.56
1/1/2026,MKP_1,B05,P10001,21,3042.32
1/1/2026,MKP_1,B17,P10001,21,2801.53
1/1/2026,MKP_1,B02,P10000,16,3257.23
1/1/2026,MKP_1,B19,P10469,2,1058.89
1/1/2026,MKP_1,B07,P10080,21,4571.36
1/1/2026,MKP_1,B06,P10000,21,2994.3
1/1/2026,MKP_1,B03,P10183,7,13551.39
1/1/2026,MKP_1,B18,P10001,1,0
1/1/2026,MKP_1,B02,P10015,15,2650.27
1/1/2026,MKP_1,B02,P10301,0,0
1/1/2026,MKP_1,B14,P10002,12,1645.4
1/1/2026,MKP_1,B12,P10116,11,3948.04
1/1/2026,MKP_1,B06,P10309,13,2917.89
1/1/2026,MKP_1,B10,P10085,12,20488.3
1/1/2026,MKP_1,B03,P10010,27,2877.1
1/1/2026,MKP_1,B01,P10005,0,0
1/1/2026,MKP_1,B17,P10162,20,4064.37
1/1/2026,MKP_1,B06,P10001,23,2447.77
1/1/2026,MKP_1,B17,P10001,12,1397.43
1/1/2026,MKP_1,B05,P10010,20,2544.76
1/1/2026,MKP_1,B10,P10001,20,4078.18
1/1/2026,MKP_1,B15,P10010,38,6801.72
1/1/2026,MKP_1,B05,P10001,19,5215.42
1/1/2026,MKP_1,B20,P10000,16,1633.62
1/1/2026,MKP_1,B17,P10011,6,10089.93
1/1/2026,MKP_1,B17,P10003,23,2388.87
1/1/2026,MKP_1,B15,P10114,7,12816.81
1/1/2026,MKP_1,B02,P10018,6,4442.85
1/1/2026,MKP_1,B11,P10000,10,1352.02
1/1/2026,MKP_1,B13,P10252,0,0
1/1/2026,MKP_1,B18,P10224,4,8791.43
1/1/2026,MKP_1,B08,P10106,8,14908.7
1/1/2026,MKP_1,B11,P10019,6,1235.76
1/1/2026,MKP_1,B05,P10000,14,2781.54
1/1/2026,MKP_1,B12,P10249,7,14018.28
1/1/2026,MKP_1,B08,P10016,13,10603.18
1/1/2026,MKP_1,B01,P10007,12,2398.49
1/1/2026,MKP_1,B18,P10003,15,2222.82
1/1/2026,MKP_1,B18,P10000,11,1266.05
1/1/2026,MKP_1,B12,P10000,13,3092.44
1/1/2026,MKP_1,B02,P10679,10,2861.94
1/1/2026,MKP_1,B03,P10054,12,1750.52
1/1/2026,MKP_1,B17,P10004,8,6074.58
1/1/2026,MKP_1,B11,P10025,20,4446.2
1/1/2026,MKP_1,B15,P10014,9,2596.64
1/1/2026,MKP_1,B01,P10413,21,4507.58
1/1/2026,MKP_1,B05,P10033,11,18556.01
1/1/2026,MKP_1,B19,P10002,18,2175.38
1/1/2026,MKP_1,B01,P10013,17,16873.03
1/1/2026,MKP_1,B20,P10039,10,1358.07
1/1/2026,MKP_1,B10,P10105,17,10550.34
1/1/2026,MKP_1,B16,P10054,4,738.51
1/1/2026,MKP_1,B04,P10019,16,3257.25
1/1/2026,MKP_1,B16,P10031,12,1073.93
1/1/2026,MKP_1,B05,P10000,30,6400.56
1/1/2026,MKP_1,B12,P10004,5,4714.99
1/1/2026,MKP_1,B20,P10009,18,3479.51
1/1/2026,MKP_1,B02,P10006,19,3392.32
1/1/2026,MKP_1,B07,P10000,16,2162.98
1/1/2026,MKP_1,B17,P10001,14,1859.6
1/1/2026,MKP_1,B11,P10009,26,7154.08
1/1/2026,MKP_1,B09,P10009,14,1308.75
1/1/2026,MKP_1,B04,P10000,17,1832.54
1/1/2026,MKP_1,B16,P10000,18,1815.26
1/1/2026,MKP_1,B18,P10000,11,2565.37
1/1/2026,MKP_1,B08,P10058,14,9920.11
1/1/2026,MKP_1,B10,P10000,11,1404.04
1/1/2026,MKP_1,B16,P10218,12,2947.08
1/1/2026,MKP_1,B04,P10041,13,11227.98
1/1/2026,MKP_1,B05,P10308,0,0
1/1/2026,MKP_1,B04,P10356,0,0
1/1/2026,MKP_1,B16,P10006,8,1615.33
1/1/2026,MKP_1,B18,P10000,15,1852.42
1/1/2026,MKP_1,B05,P10000,4,442.75
1/1/2026,MKP_1,B16,P10000,0,0
1/1/2026,MKP_1,B06,P10000,4,725.57
1/1/2026,MKP_1,B04,P10003,11,2117.47
1/1/2026,MKP_1,B06,P10008,19,4387.21
1/1/2026,MKP_1,B20,P10041,6,4163.15
1/1/2026,MKP_1,B17,P10150,7,5839.32
1/1/2026,MKP_1,B17,P10005,17,1840.08
1/1/2026,MKP_1,B02,P10002,20,2290.97
1/1/2026,MKP_1,B14,P10014,10,8694.13
1/1/2026,MKP_1,B02,P10014,15,4140.67
1/1/2026,MKP_1,B09,P10104,7,3485.77
1/1/2026,MKP_1,B11,P10044,4,5668.93
1/1/2026,MKP_1,B19,P10001,7,1836.94
1/1/2026,MKP_1,B12,P10014,15,15561.31
1/1/2026,MKP_1,B02,P10000,15,1724.25
1/1/2026,MKP_1,B01,P10028,13,8977.78
1/1/2026,MKP_1,B11,P10003,16,2840.38
1/1/2026,MKP_1,B14,P10013,0,0
1/1/2026,MKP_1,B11,P10013,7,1991.92
1/1/2026,MKP_1,B14,P10023,6,4114.97
1/1/2026,MKP_1,B12,P10039,23,3153.46
1/1/2026,MKP_1,B11,P10021,5,626.59
1/1/2026,MKP_1,B19,P10012,18,1671.55
1/1/2026,MKP_1,B09,P10073,22,4492.43
1/1/2026,MKP_1,B16,P10009,18,3385.67
1/1/2026,MKP_1,B19,P10016,6,5252.83
1/1/2026,MKP_1,B13,P10000,11,2653.37
1/1/2026,MKP_1,B03,P10001,0,0
1/1/2026,MKP_1,B12,P10009,17,2893.42
1/1/2026,MKP_1,B07,P10164,7,15102.93
1/1/2026,MKP_1,B14,P10018,6,2147.24
1/1/2026,MKP_1,B12,P10019,11,1314.41
1/1/2026,MKP_1,B06,P10001,23,2397.2
1/1/2026,MKP_1,B02,P10041,8,2201.36
1/1/2026,MKP_1,B08,P10001,7,1171.59
1/1/2026,MKP_1,B19,P10012,12,2236.44
1/1/2026,MKP_1,B03,P10133,27,6053.54
1/1/2026,MKP_1,B03,P10002,8,2049.43
1/1/2026,MKP_1,B19,P10005,5,753.67
1/1/2026,MKP_1,B18,P10038,13,11329.35
1/1/2026,MKP_1,B17,P10002,19,2619.56
1/1/2026,MKP_1,B14,P10002,13,2407.52
1/1/2026,MKP_1,B06,P10001,10,2661.78
1/1/2026,MKP_1,B13,P10027,21,2226.85
1/1/2026,MKP_1,B04,P10000,18,3012.96
1/1/2026,MKP_1,B11,P10028,7,5348.65
1/1/2026,MKP_1,B08,P10000,31,6143.65
1/1/2026,MKP_1,B17,P10003,5,1074.8
1/1/2026,MKP_1,B10,P10000,13,1420.31
1/1/2026,MKP_1,B16,P10001,16,3897.44
1/1/2026,MKP_1,B13,P10000,0,0
1/1/2026,MKP_1,B07,P10000,15,3334.33
1/1/2026,MKP_1,B08,P10004,14,14097.84
1/1/2026,MKP_1,B10,P10303,8,1484.31
1/1/2026,MKP_1,B01,P10007,13,3547.38
1/1/2026,MKP_1,B15,P10489,26,2291.27
1/1/2026,MKP_1,B02,P10001,15,2076.15
1/1/2026,MKP_1,B01,P10218,24,6700.88
1/1/2026,MKP_1,B10,P10007,4,335.28
1/1/2026,MKP_1,B02,P10005,6,1634.34
1/1/2026,MKP_1,B20,P10001,27,6500.25
1/1/2026,MKP_1,B08,P10137,6,531.88
1/1/2026,MKP_1,B01,P10003,19,1676.38
1/1/2026,MKP_1,B14,P10009,0,0
1/1/2026,MKP_1,B12,P10522,2,1074.68
1/1/2026,MKP_1,B14,P10143,13,4865.08
1/1/2026,MKP_1,B13,P10007,6,1395.95
1/1/2026,MKP_1,B06,P10002,34,4153.76
1/1/2026,MKP_1,B08,P10007,24,3393.17
1/1/2026,MKP_1,B09,P10000,42,5122.61
1/1/2026,MKP_1,B08,P10002,11,1046.71
1/1/2026,MKP_1,B02,P10002,7,1424.86
1/1/2026,MKP_1,B10,P10003,12,1464.81
1/1/2026,MKP_1,B19,P10003,15,4220.02
1/1/2026,MKP_1,B15,P10000,10,1998.63
1/1/2026,MKP_1,B06,P10001,9,1849.89
1/1/2026,MKP_1,B17,P10000,24,3095.32
1/1/2026,MKP_1,B03,P10001,19,4255.68
1/1/2026,MKP_1,B18,P10001,0,0
1/1/2026,MKP_1,B14,P10000,14,2153.88
1/1/2026,MKP_1,B16,P10000,0,0
1/1/2026,MKP_1,B18,P10001,12,2636.63
1/1/2026,MKP_1,B13,P10295,5,7216.88
1/1/2026,MKP_1,B16,P10000,23,5023.94
1/1/2026,MKP_1,B18,P10017,0,0
1/1/2026,MKP_1,B09,P10000,9,1986.72
1/1/2026,MKP_1,B02,P10000,0,0
1/1/2026,MKP_1,B15,P10001,38,10360.9
1/1/2026,MKP_1,B04,P10050,6,13027.61
1/1/2026,MKP_1,B08,P10000,9,2609.8
1/1/2026,MKP_1,B01,P10086,4,3768.55
1/1/2026,MKP_1,B13,P10327,11,9929.04
1/1/2026,MKP_1,B17,P10000,19,4374.96
1/1/2026,MKP_1,B09,P10016,9,2599.57
1/1/2026,MKP_1,B07,P10037,26,5367.6
1/1/2026,MKP_1,B05,P10639,20,4779.63
1/1/2026,MKP_1,B04,P10002,29,8498.01
1/1/2026,MKP_1,B05,P10000,14,2931.29
1/1/2026,MKP_1,B10,P10008,16,1557.45
1/1/2026,MKP_1,B02,P10009,7,1004.35
1/1/2026,MKP_1,B18,P10036,30,5440.49
1/1/2026,MKP_1,B19,P10000,33,4578.36
1/1/2026,MKP_1,B14,P10001,12,2652.66
1/1/2026,MKP_1,B05,P10000,20,4483.35
1/1/2026,MKP_1,B18,P10001,18,2219.98
1/1/2026,MKP_1,B11,P10000,0,0
1/1/2026,MKP_1,B03,P10000,0,0
1/1/2026,MKP_1,B05,P10022,12,7367.33
1/1/2026,MKP_1,B17,P10003,15,2285.56
1/1/2026,MKP_1,B07,P10017,10,4826.63
1/1/2026,MKP_1,B11,P10000,17,3794.22
1/1/2026,MKP_1,B09,P10001,24,3050.97
1/1/2026,MKP_1,B01,P10008,8,791.43
1/1/2026,MKP_1,B11,P10004,10,4727.9
1/1/2026,MKP_1,B07,P10005,17,2731.56
1/1/2026,MKP_1,B11,P10000,7,638.71
1/1/2026,MKP_1,B17,P10001,18,1908.61
1/1/2026,MKP_1,B01,P10000,15,1557.1
1/1/2026,MKP_1,B07,P10030,22,3412.32
1/1/2026,MKP_1,B08,P10000,15,3174.46
1/1/2026,MKP_1,B15,P10158,0,0
1/1/2026,MKP_1,B11,P10000,11,2027.24
1/1/2026,MKP_1,B13,P10006,8,1067.01
1/1/2026,MKP_1,B13,P10053,4,5555.04
1/1/2026,MKP_1,B13,P10001,19,1431.34
1/1/2026,MKP_1,B11,P10002,25,2257.42
1/1/2026,MKP_1,B14,P10124,12,7850.84
1/1/2026,MKP_1,B08,P10005,13,3154.16
1/1/2026,MKP_1,B11,P10008,8,1074.44
1/1/2026,MKP_1,B01,P10005,0,0
1/1/2026,MKP_1,B20,P10394,0,0
1/1/2026,MKP_1,B19,P10022,0,0
1/1/2026,MKP_1,B12,P10000,8,878.59
1/1/2026,MKP_1,B04,P10186,1,108.94
1/1/2026,MKP_1,B16,P10007,14,1699.17
1/1/2026,MKP_1,B01,P10121,9,17882.18
1/1/2026,MKP_1,B11,P10361,22,1607.23
1/1/2026,MKP_1,B01,P10003,24,3406.04
1/1/2026,MKP_1,B09,P10003,16,3850.51
1/1/2026,MKP_1,B15,P10000,6,800.36
1/1/2026,MKP_1,B03,P10006,16,2221.62
1/1/2026,MKP_1,B14,P10532,5,6473.56
1/1/2026,MKP_1,B13,P10006,21,1848.73
1/1/2026,MKP_1,B13,P10002,6,743.71
1/1/2026,MKP_1,B17,P10121,7,9402.44
1/1/2026,MKP_1,B01,P10005,10,2441.35
1/1/2026,MKP_1,B18,P10000,8,2276.25
1/1/2026,MKP_1,B10,P10599,10,5337.01
1/1/2026,MKP_1,B06,P10002,14,3303.54
1/1/2026,MKP_1,B06,P10000,5,652.32
1/1/2026,MKP_1,B05,P10010,19,2445.82
1/1/2026,MKP_1,B01,P10005,19,4255.01
1/1/2026,MKP_1,B20,P10000,6,1052.95
1/1/2026,MKP_1,B14,P10552,0,0
1/1/2026,MKP_1,B11,P10300,8,6516.01
1/1/2026,MKP_1,B06,P10019,13,1631.7
1/1/2026,MKP_1,B04,P10009,12,1922.33
1/1/2026,MKP_1,B13,P10014,19,18434.84
1/1/2026,MKP_1,B07,P10000,22,2917.92
1/1/2026,MKP_1,B19,P10008,0,0
1/1/2026,MKP_1,B06,P10002,0,0
1/1/2026,MKP_1,B12,P10004,17,13018.56
1/1/2026,MKP_1,B20,P10088,0,0
1/1/2026,MKP_1,B11,P10000,31,3376.02
1/1/2026,MKP_1,B10,P10349,24,1835.03
1/1/2026,MKP_1,B03,P10000,19,4813.5
1/1/2026,MKP_1,B13,P10015,14,2940.94
1/1/2026,MKP_1,B16,P10058,9,3109.41
1/1/2026,MKP_1,B20,P10001,19,2310.96
1/1/2026,MKP_1,B07,P10072,6,3285.49
1/1/2026,MKP_1,B05,P10068,4,3521.89
1/1/2026,MKP_1,B19,P10000,20,1860.11
1/1/2026,MKP_1,B03,P10000,9,2097.5
1/1/2026,MKP_1,B20,P10623,5,6700.33
1/1/2026,MKP_1,B02,P10380,7,3770.51
1/1/2026,MKP_1,B17,P10000,14,2850.65
1/1/2026,MKP_1,B04,P10023,4,4128.39
1/1/2026,MKP_1,B14,P10002,15,1865.37
1/1/2026,MKP_1,B16,P10000,9,1065.63
1/1/2026,MKP_1,B19,P10000,23,3350.53
1/1/2026,MKP_1,B15,P10035,16,2240.89
1/1/2026,MKP_1,B07,P10001,24,2073.42
1/1/2026,MKP_1,B18,P10214,22,3397.81
1/1/2026,MKP_1,B17,P10000,14,2726.89
1/1/2026,MKP_1,B06,P10004,7,5162.18
1/1/2026,MKP_1,B06,P10005,0,0
1/1/2026,MKP_1,B18,P10002,17,2987.06
1/1/2026,MKP_1,B06,P10002,22,5313.1
1/1/2026,MKP_1,B12,P10370,14,1277.78
1/1/2026,MKP_1,B20,P10302,0,0
1/1/2026,MKP_1,B16,P10000,0,0
1/1/2026,MKP_1,B11,P10206,14,2410.14
1/1/2026,MKP_1,B04,P10000,24,4165.15
1/1/2026,MKP_1,B09,P10002,8,1246.27
1/1/2026,MKP_1,B05,P10014,9,3434.74
1/1/2026,MKP_1,B10,P10039,16,2394.18
1/1/2026,MKP_1,B13,P10005,33,7782.91
1/1/2026,MKP_1,B20,P10050,6,12710.33
1/1/2026,MKP_1,B05,P10000,13,3157.86
1/1/2026,MKP_1,B17,P10697,6,3212.76
1/1/2026,MKP_1,B08,P10005,27,8394.91
1/1/2026,MKP_1,B04,P10163,2,1383.14
1/1/2026,MKP_1,B15,P10006,21,3878.35
1/1/2026,MKP_1,B15,P10278,13,8769.86
1/1/2026,MKP_1,B17,P10000,15,2188.07
1/1/2026,MKP_1,B05,P10000,17,4827.54
1/1/2026,MKP_1,B14,P10328,8,6126.85
1/1/2026,MKP_1,B04,P10170,16,2430.04
1/1/2026,MKP_1,B05,P10002,17,1465.92
1/1/2026,MKP_1,B12,P10054,13,3322.35
1/1/2026,MKP_1,B13,P10007,17,2839.88
1/1/2026,MKP_1,B18,P10052,10,9168.16
1/1/2026,MKP_1,B08,P10000,12,2419.61
1/1/2026,MKP_1,B17,P10011,4,6341.88
1/1/2026,MKP_1,B12,P10000,0,0
1/1/2026,MKP_1,B10,P10005,10,1656.11
1/1/2026,MKP_1,B04,P10592,5,3230.03
1/1/2026,MKP_1,B05,P10033,6,9484.65
1/1/2026,MKP_1,B12,P10004,9,7086.43
1/1/2026,MKP_1,B08,P10000,21,2036.51
1/1/2026,MKP_1,B19,P10076,24,2724.36
1/1/2026,MKP_1,B08,P10242,4,8015.55
1/1/2026,MKP_1,B14,P10008,35,4012.77
1/1/2026,MKP_1,B17,P10461,0,0
1/1/2026,MKP_1,B07,P10014,13,12339.86
1/1/2026,MKP_1,B05,P10003,23,3676.41
1/1/2026,MKP_1,B17,P10003,19,3694.77
1/1/2026,MKP_1,B08,P10009,22,2590.2
1/1/2026,MKP_1,B15,P10001,0,0
1/1/2026,MKP_1,B02,P10000,15,2514.31
1/1/2026,MKP_1,B10,P10003,13,2520.51
1/1/2026,MKP_1,B19,P10001,14,2326.22
1/1/2026,MKP_1,B09,P10000,7,1599.81
1/1/2026,MKP_1,B19,P10003,14,2304.69
1/1/2026,MKP_1,B08,P10001,29,5012.5
1/1/2026,MKP_1,B09,P10018,11,4849.3
1/1/2026,MKP_1,B12,P10003,6,921.16
1/1/2026,MKP_1,B11,P10002,20,3642.56
1/1/2026,MKP_1,B03,P10009,7,988.02
1/1/2026,MKP_1,B16,P10062,15,3503.87
1/1/2026,MKP_1,B05,P10000,12,1260.93
1/1/2026,MKP_1,B13,P10000,7,1826.73
1/1/2026,MKP_1,B01,P10023,0,0
1/1/2026,MKP_1,B18,P10001,0,0
1/1/2026,MKP_1,B03,P10004,7,2779.41
1/1/2026,MKP_1,B06,P10003,15,2142.92
1/1/2026,MKP_1,B02,P10001,23,3470.15
1/1/2026,MKP_1,B16,P10005,14,1302.73
1/1/2026,MKP_1,B07,P10000,9,1214.13
1/1/2026,MKP_1,B10,P10004,10,4234.65
1/1/2026,MKP_1,B11,P10001,22,4730.84
1/1/2026,MKP_1,B17,P10000,20,3829.29
1/1/2026,MKP_1,B19,P10139,15,12152.07
1/1/2026,MKP_1,B18,P10015,16,2354.85
1/1/2026,MKP_1,B07,P10080,21,4536.17
1/1/2026,MKP_1,B02,P10000,18,2484.58
1/1/2026,MKP_1,B09,P10298,12,3195.73
1/1/2026,MKP_1,B14,P10023,2,1478.82
1/1/2026,MKP_1,B16,P10000,11,2198.93
1/1/2026,MKP_1,B05,P10061,22,5778.53
1/1/2026,MKP_1,B17,P10651,1,897.31
1/1/2026,MKP_1,B09,P10007,21,2046.37
1/1/2026,MKP_1,B17,P10009,0,0
1/1/2026,MKP_1,B14,P10002,25,4356.52
1/1/2026,MKP_1,B11,P10063,4,702.32
1/1/2026,MKP_1,B10,P10058,9,5038.55
1/1/2026,MKP_1,B15,P10123,6,1346.55
1/1/2026,MKP_1,B10,P10175,8,4706.24
1/1/2026,MKP_1,B16,P10208,18,3260.05
1/1/2026,MKP_1,B01,P10059,19,1979.96
1/1/2026,MKP_1,B03,P10085,9,12883.53
1/1/2026,MKP_1,B11,P10025,12,1219.61
1/1/2026,MKP_1,B03,P10002,14,1139.86
1/1/2026,MKP_1,B10,P10300,14,6717.83
1/1/2026,MKP_1,B13,P10000,17,2684.78
1/1/2026,MKP_1,B10,P10004,8,4911.52
1/1/2026,MKP_1,B06,P10001,6,1256.45
